,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9266,0.7246,0.3308,0.7503,0.7636,0.3145,119088.8606,16784.3711,0.7699,8.995059785661418,25.592193603515625,42.23853302001953
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9231,0.7429,0.3239,0.7491,0.7585,0.3223,111872.7438,16807.1152,0.7668,8.974304306456268,25.552244186401367,42.3060417175293
"(('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9232,0.7425,0.3255,0.7444,0.7597,0.3212,112081.6523,16794.3867,0.7591,8.979117171199492,25.39090919494629,42.28021240234375
"(('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9275,0.789,0.3314,0.7495,0.7691,0.3381,93619.2444,16772.9883,0.7645,8.996584371865413,25.56620979309082,42.49637985229492
"(('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9284,0.7728,0.3246,0.7555,0.7656,0.3346,100948.1743,16745.9199,0.7686,8.969861213938902,25.76862335205078,42.54920196533203
"(('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9277,0.7633,0.3259,0.7525,0.7667,0.329,105001.2967,16790.8633,0.7667,8.980320387385298,25.669469833374023,42.59444046020508
"(('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9283,0.7686,0.3295,0.7505,0.7693,0.3385,101381.3587,16790.0293,0.766,8.991148534335505,25.59822654724121,42.55221939086914
"(('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9259,0.7756,0.3282,0.7477,0.7672,0.3378,98903.672,16798.957,0.7622,8.987238880453681,25.504894256591797,42.563438415527344
"(('V_MO1', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9275,0.789,0.3314,0.7495,0.7691,0.3381,93619.2444,16772.9883,0.7645,8.996584371865413,25.56620979309082,42.49637985229492
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.9273,0.7904,0.3312,0.7496,0.7683,0.3385,93566.9161,16770.9453,0.7651,8.99530131613434,25.570507049560547,42.48411560058594
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.9168,0.721,0.3403,0.7275,0.7645,0.3029,118412.2663,16771.3086,0.7465,8.99977529016724,24.8144474029541,41.71290969848633
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.9175,0.7041,0.342,0.7288,0.7673,0.3012,124776.3788,16728.3809,0.7491,8.997216273769217,24.85890007019043,41.66485595703125
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.9103,0.7031,0.3357,0.7142,0.7585,0.3019,125155.8569,16723.8828,0.7227,8.99694813194797,24.36173439025879,41.649925231933594
"(('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.915,0.7069,0.3385,0.7265,0.7633,0.3019,123778.1003,16760.9902,0.7458,8.999160187219694,24.780914306640625,41.71550369262695
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9252,0.7432,0.3297,0.7446,0.7631,0.3223,112106.7544,16790.7969,0.7598,8.991750941150453,25.39870262145996,42.263694763183594
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9205,0.7274,0.3239,0.7488,0.7563,0.3135,115340.062,16728.5996,0.7674,8.971533617422592,25.5413761138916,42.203189849853516
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9265,0.721,0.3297,0.7497,0.7652,0.3124,119414.0648,16780.8887,0.7675,8.991750941150453,25.5738582611084,42.25482940673828
"(('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9197,0.677,0.3227,0.7455,0.7553,0.2973,140309.8786,16754.2598,0.7629,8.969453630891712,25.428359985351562,42.24663162231445
"(('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9273,0.7904,0.3312,0.7496,0.7683,0.3385,93566.9161,16770.9453,0.7651,8.99530131613434,25.570507049560547,42.48411560058594
"(('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9252,0.7774,0.3262,0.7444,0.7636,0.3385,98077.2534,16775.3789,0.7573,8.981222000802607,25.390892028808594,42.53081130981445
"(('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9272,0.777,0.3305,0.7495,0.7698,0.3381,98743.7121,16783.3066,0.7643,8.994157373522064,25.565980911254883,42.531776428222656
"(('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9274,0.7777,0.3288,0.7503,0.7694,0.3389,98330.1272,16786.8594,0.7654,8.98843822017435,25.591629028320312,42.55217361450195
"(('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9269,0.777,0.3284,0.7493,0.7694,0.3385,98481.9348,16790.4863,0.7642,8.98783968982454,25.55866050720215,42.57407760620117
"(('V_MO1', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9273,0.7904,0.3312,0.7496,0.7683,0.3385,93566.9161,16770.9453,0.7651,8.99530131613434,25.570507049560547,42.48411560058594
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9293,0.7894,0.3329,0.7536,0.7729,0.3389,93686.0453,16772.1797,0.7692,8.986470047849682,25.70516586303711,42.51348114013672
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9283,0.7894,0.3322,0.7496,0.77,0.3389,93602.7271,16775.334,0.7649,8.998333495687778,25.567703247070312,42.508182525634766
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9285,0.7224,0.3305,0.7504,0.7697,0.3149,123716.6937,16792.0293,0.7667,8.994157373522064,25.595890045166016,42.556968688964844
"(('V_MO2', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9286,0.7894,0.3319,0.7513,0.7706,0.3392,93540.524,16764.5,0.7674,8.995682660432076,25.626869201660156,42.50118637084961
"(('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9125,0.7027,0.3378,0.7188,0.7606,0.3012,124752.487,16751.9258,0.7348,8.998619838022364,24.51892852783203,41.69647216796875
"(('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9113,0.714,0.3357,0.7153,0.7591,0.3022,120254.2662,16704.3184,0.7226,8.995781854220127,24.399654388427734,41.6451416015625
"(('V_MO2', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9148,0.7048,0.3385,0.7216,0.7629,0.3022,124540.4184,16743.0391,0.7381,8.99809008192026,24.612632751464844,41.704002380371094
"(('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9129,0.6985,0.336,0.7216,0.7603,0.3012,127291.2029,16707.3105,0.7325,8.995960220006427,24.612712860107422,41.65625762939453
"(('V_MO2', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9103,0.7196,0.3332,0.7182,0.7566,0.3022,118681.8994,16756.1406,0.7336,8.998871091695735,24.49829864501953,41.731563568115234
"(('V_MO2', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9125,0.7027,0.3378,0.7188,0.7606,0.3012,124752.487,16751.9258,0.7348,8.998619838022364,24.51892852783203,41.69647216796875
"(('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9235,0.7429,0.3272,0.7484,0.7601,0.3223,111823.6453,16770.6836,0.7656,8.98396887250578,25.529075622558594,42.22970199584961
"(('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9234,0.7238,0.3261,0.7454,0.7603,0.3163,119121.6832,16772.7227,0.7615,8.98078158331544,25.425195693969727,42.26311111450195
"(('V_MO2', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9235,0.7432,0.3249,0.7463,0.7599,0.3216,111679.9581,16762.7246,0.7612,8.97657592561127,25.456771850585938,42.25997543334961
"(('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9282,0.7246,0.3308,0.7528,0.7668,0.3149,119081.5394,16784.5195,0.7724,8.994301543840654,25.67892074584961,42.26932144165039
"(('V_MO2', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9193,0.7432,0.321,0.7383,0.7539,0.3212,111812.1317,16772.4883,0.7505,8.965426603837125,25.181861877441406,42.27033996582031
"(('V_MO2', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9235,0.7429,0.3272,0.7484,0.7601,0.3223,111823.6453,16770.6836,0.7656,8.98396887250578,25.529075622558594,42.22970199584961
"(('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9285,0.7224,0.3305,0.7504,0.7697,0.3149,123716.6937,16792.0293,0.7667,8.994157373522064,25.595890045166016,42.556968688964844
"(('V_MO3', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9286,0.7894,0.3319,0.7513,0.7706,0.3392,93540.524,16764.5,0.7674,8.995682660432076,25.626869201660156,42.50118637084961
"(('V_MO3', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9293,0.7894,0.3329,0.7536,0.7729,0.3389,93686.0453,16772.1797,0.7692,8.986470047849682,25.70516586303711,42.51348114013672
"(('V_MO3', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9283,0.7894,0.3322,0.7496,0.77,0.3389,93602.7271,16775.334,0.7649,8.998333495687778,25.567703247070312,42.508182525634766
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO1', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'night'))",0.9149,0.714,0.336,0.7227,0.7661,0.3019,119842.433,16702.2852,0.738,8.995660650611724,24.650516510009766,42.32072448730469
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO2', 'morning'))",0.9272,0.7443,0.3287,0.7538,0.7702,0.3212,111222.0899,16762.7285,0.7724,8.9872484700434,25.710899353027344,42.87297058105469
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'night'))",0.9356,0.788,0.332,0.765,0.78,0.3315,94901.8634,16693.2988,0.7815,8.777046677101124,26.095848083496094,43.089317321777344
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO3', 'morning'))",0.9285,0.7876,0.3269,0.7569,0.7725,0.3364,94665.8096,16738.6289,0.7751,8.949909644619467,25.81792449951172,43.12678146362305
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO4', 'night'))",0.9326,0.7901,0.3308,0.7603,0.7786,0.3374,93483.0324,16693.3496,0.7784,8.852984490372576,25.932296752929688,43.06987762451172
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'night'), ('V_MO4', 'morning'))",0.9274,0.7887,0.3254,0.7534,0.7712,0.3364,94269.5132,16716.6035,0.7696,8.972873582891399,25.699527740478516,43.112552642822266
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'night'))",0.9237,0.7281,0.345,0.737,0.7782,0.3043,116727.6917,16696.8984,0.7584,8.96236331484166,25.138744354248047,42.25714111328125
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO2', 'morning'))",0.9291,0.7467,0.3302,0.756,0.7719,0.323,110773.878,16728.7012,0.7746,8.967656553397077,25.785999298095703,42.83519744873047
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'night'))",0.9278,0.788,0.3267,0.7514,0.7709,0.3378,94533.7573,16735.5996,0.767,8.979224402831974,25.630123138427734,43.11170959472656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO3', 'morning'))",0.9282,0.7841,0.3278,0.7524,0.7734,0.3385,95468.1573,16713.2051,0.7677,8.9702977352446,25.663188934326172,43.095767974853516
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO4', 'night'))",0.932,0.7929,0.3301,0.7609,0.777,0.3381,92631.805,16690.8418,0.7791,8.839723699058558,25.95423698425293,43.04945373535156
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO1', 'morning'), ('V_MO4', 'morning'))",0.9293,0.7894,0.3287,0.7573,0.7751,0.3385,94022.0395,16701.6895,0.7745,8.939908754583245,25.83283233642578,43.07359313964844
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.9216,0.7393,0.3401,0.7386,0.7742,0.4664,110402.8894,16668.9102,0.7591,8.784785344008704,25.19537353515625,42.271793365478516
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.9222,0.7045,0.3427,0.7326,0.7769,0.3026,124782.1473,16691.7344,0.7524,8.967723335292632,24.989852905273438,42.2867546081543
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.9172,0.7246,0.3355,0.7304,0.768,0.4657,116168.4497,16603.4746,0.7439,8.79747943474237,24.914981842041016,42.19318771362305
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.9159,0.7048,0.3359,0.7249,0.7683,0.3026,124690.5515,16693.1016,0.7416,8.995113195635266,24.725343704223633,42.316802978515625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.9243,0.7249,0.3249,0.7447,0.7648,0.317,118873.7534,16732.0156,0.7595,8.974745293302366,25.40033721923828,42.87012481689453
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.9243,0.7256,0.3242,0.7504,0.7649,0.317,118690.4032,16765.7441,0.7682,8.974650296447813,25.59616470336914,42.9058837890625
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.9287,0.7256,0.3279,0.7533,0.771,0.3167,118842.7247,16732.4453,0.7714,8.982210027415794,25.693559646606445,42.872352600097656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.9235,0.7436,0.3221,0.7506,0.7636,0.3219,111491.5685,16711.6465,0.7676,8.96510853230355,25.601909637451172,42.846961975097656
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9289,0.7767,0.3255,0.7567,0.7731,0.3389,98646.2544,16694.8262,0.7731,8.949460536012527,25.811376571655273,43.10606384277344
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9304,0.7911,0.3282,0.7564,0.7748,0.3381,93675.1818,16706.4961,0.7729,8.931925437128879,25.801197052001953,43.09973907470703
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9323,0.7925,0.3293,0.7603,0.777,0.3392,92725.474,16684.1055,0.7779,8.8422451931256,25.934741973876953,43.06755447387695
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.93,0.789,0.3278,0.7581,0.7746,0.3385,94142.2034,16706.9844,0.7761,8.919543867520112,25.85959243774414,43.10228729248047
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.929,0.7753,0.3294,0.7517,0.7734,0.3378,99527.5381,16692.3145,0.767,8.973866063228009,25.63943099975586,43.04951095581055
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'))",0.8401,0.5195,0.3605,0.5912,0.6024,0.1539,165193.6647,16927.9844,0.5617,9.0,20.165990829467773,31.947500228881836
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'))",0.8939,0.6738,0.3217,0.6926,0.6824,0.2106,131839.8636,16956.0215,0.6983,8.967686617434337,23.625823974609375,38.70935821533203
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'))",0.9016,0.746,0.3273,0.7025,0.6948,0.2399,103927.001,16939.0527,0.7087,8.984531644035618,23.963584899902344,38.991859436035156
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'))",0.9028,0.7453,0.3288,0.703,0.6979,0.2395,103997.1787,16949.1758,0.7097,8.98904370473239,23.977981567382812,39.011714935302734
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO4', 'night'))",0.9023,0.7422,0.3295,0.7057,0.6974,0.2395,105062.4736,16950.6016,0.7131,8.99114933305755,24.072614669799805,38.92314147949219
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO1', 'morning'), ('V_MO4', 'morning'))",0.9045,0.7619,0.3282,0.7084,0.7021,0.2769,99726.6664,16947.0957,0.7127,8.987238880453681,24.16322135925293,39.02010726928711
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.9022,0.7464,0.3285,0.7044,0.6979,0.2392,103872.1245,16948.0273,0.7113,8.988141292593035,24.025583267211914,38.98711395263672
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.8412,0.6006,0.3611,0.5946,0.6087,0.1722,144610.1154,17021.9727,0.5588,9.0,20.280529022216797,31.99893569946289
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.8423,0.5178,0.3608,0.5956,0.6089,0.1532,165565.8053,16936.8105,0.5693,9.0,20.31610870361328,31.961713790893555
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.8418,0.5146,0.3615,0.595,0.6082,0.1532,165983.9189,16958.5625,0.5641,9.0,20.294086456298828,32.00189971923828
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.8437,0.5153,0.3629,0.5972,0.6114,0.1543,165629.8265,16936.7832,0.5712,9.0,20.369991302490234,31.96698570251465
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.8923,0.6692,0.3263,0.6962,0.6838,0.205,133040.5324,16990.5625,0.7024,8.981523603571103,23.746877670288086,38.5968017578125
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.8949,0.6791,0.3226,0.6947,0.6833,0.2251,130643.6956,16949.2324,0.6999,8.9703938538524,23.697757720947266,38.693058013916016
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.893,0.6668,0.3241,0.6954,0.6818,0.2089,133404.4415,16974.3906,0.7022,8.974905914549172,23.720970153808594,38.6024055480957
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.8898,0.689,0.3161,0.6905,0.677,0.2156,126006.7601,16961.7227,0.6948,8.950841590833054,23.551578521728516,38.70684051513672
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9022,0.7464,0.3285,0.7044,0.6979,0.2392,103872.1245,16948.0273,0.7113,8.988141292593035,24.025583267211914,38.98711395263672
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.8951,0.7263,0.3372,0.7018,0.6797,0.242,108528.7555,16998.4043,0.693,9.0,23.938859939575195,38.52212142944336
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.8994,0.7136,0.33,0.7048,0.6946,0.2212,110181.5393,16987.2461,0.7099,8.992653353289807,24.040477752685547,38.91505813598633
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9016,0.7404,0.33,0.7074,0.6961,0.236,106453.2659,16970.0723,0.7146,8.992653353289807,24.129329681396484,38.9112663269043
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.8988,0.7238,0.3241,0.6995,0.6944,0.2385,111311.6774,16939.498,0.7055,8.974905914549172,23.861473083496094,39.033409118652344
"(('V_CO', 'night'), ('V_MO1', 'night'), ('V_MO4', 'night'), ('V_MO4', 'morning'))",0.9022,0.7464,0.3285,0.7044,0.6979,0.2392,103872.1245,16948.0273,0.7113,8.988141292593035,24.025583267211914,38.98711395263672
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO2', 'morning'))",0.9023,0.7474,0.3288,0.7034,0.6972,0.2413,103477.8392,16944.7188,0.7094,8.98904370473239,23.99224090576172,38.98017883300781
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'night'))",0.8402,0.5136,0.3611,0.5917,0.6034,0.1539,167667.2273,16923.9316,0.5632,9.0,20.181304931640625,31.936410903930664
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO3', 'morning'))",0.8438,0.5181,0.3662,0.5976,0.6134,0.1543,165494.0349,16917.9805,0.575,9.0,20.383197784423828,31.944730758666992
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'night'))",0.8421,0.522,0.3635,0.5954,0.6099,0.1543,164367.6764,16937.0938,0.5698,9.0,20.30899429321289,31.923097610473633
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'night'), ('V_MO4', 'morning'))",0.8421,0.5217,0.3649,0.5953,0.6107,0.1539,164663.2294,16911.502,0.5735,9.0,20.30608367919922,31.938825607299805
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'night'))",0.8941,0.6178,0.323,0.6938,0.6844,0.1835,144597.3109,16933.9219,0.7012,8.971597070038206,23.665748596191406,38.699913024902344
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO3', 'morning'))",0.8926,0.6724,0.319,0.695,0.6826,0.2089,129953.4344,16933.6543,0.7032,8.959564908180148,23.706928253173828,38.71577835083008
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'night'))",0.894,0.6611,0.3249,0.6959,0.6845,0.2089,135091.8949,16966.6719,0.705,8.977312346920783,23.735485076904297,38.629154205322266
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO2', 'morning'), ('V_MO4', 'morning'))",0.8904,0.69,0.3168,0.6908,0.6786,0.2194,126057.5325,16946.2969,0.697,8.952947219158215,23.56174087524414,38.70317840576172
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO3', 'morning'))",0.9023,0.7474,0.3288,0.7034,0.6972,0.2413,103477.8392,16944.7188,0.7094,8.98904370473239,23.99224090576172,38.98017883300781
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'night'))",0.9021,0.7404,0.329,0.7058,0.6977,0.2392,105177.8399,16947.8477,0.7129,8.989645312825292,24.074365615844727,38.902122497558594
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'night'), ('V_MO4', 'morning'))",0.9038,0.7524,0.3308,0.7056,0.7023,0.2476,102154.2909,16954.584,0.7135,8.995059785661418,24.06936264038086,39.00758361816406
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'night'))",0.9024,0.7319,0.3302,0.7065,0.6981,0.2367,106603.883,16942.6543,0.7144,8.99325496138271,24.097198486328125,38.946571350097656
"(('V_CO', 'night'), ('V_MO1', 'morning'), ('V_MO3', 'morning'), ('V_MO4', 'morning'))",0.9012,0.7372,0.3258,0.7017,0.6996,0.2402,108106.3392,16950.2969,0.7084,8.980019583338846,23.934223175048828,39.06918716430664
